Restaurant	Price	Food	Service	Review
Le Gratin Dauphinois - Grenoble	Positive	Positive	Positive	Bons produits, servis avec sympathie et générosité !  Dans les règles d'hygiène obligatoire du moment.  Y aller les yeux fermés !
La veyrie - Bernin	No Opinion	Positive	Positive	Nous avons déjeuner face à une vue magnifique sur la chaîne de Belledone enneigée alors qu’il ferait 35 degrés. Les mets sont raffinés et savoureux et la cuisson du poisson très bien maîtrisée. Le personnel est attentif au bon déroulement du repas et les vins de qualité. Bref, une adresse parfaite pour une fête de famille où la terrasse ravira petits et grands. Je recommande vivement le lieu.
La Belle Idée - Grenoble	Negative	Mixed	No Opinion	"""Très bon accueil, sympathique par le responsable, bien arrangeant pour nous trouver une place. Les menus à 36 € comprennent foie gras ou tartare de saumon, souris d'agneau ou truite et en dessert, fondant au chocolat ou glace à la Chartreuse.  Tout est bon, le foie gras est gouteux, le tartare relevé comme il faut.  La souris d'agneau est délicate (ça peut être trop fort en goût, là c'est très équilibré) et copieuse. La truite est un produit bien frais. Le """"à la dauphinoise"""" n'est pas explicite. Finalement est-ce la présence de gratin dauphinois en accompagnement qui lui donne ce titre ? Il me semble qu'il y a une recette spécifique dauphinoise que je n'arrive pas à trouver. Sur l'assiette, une colonie de câpres tient compagnie à la truite. Les accompagnements servis à part sont le gratin dauphinois et la mousse de légumes, mais petit bémol, c'est trop gras, de beurre certes, mais ça pèse un peu. Desserts agréables, sans être révolutionnaires. Le pavé de chocolat servi avec la glace à la Chartreuse est trèèèèès concentré (trop). Quant au moelleux, il est un peu banal, et supporterait de ne pas avoir de coulis chocolat en plus (celui de l'Epicurien, dégusté la veille, m'avait beaucoup plus plu !).  En résumé, l'adresse est tout-à-fait recommandable, si l'on cherche une cuisine de terroir de qualité. Les produits sont frais et bien préparés, mais il n'y a pas de recherche particulière.  Pour 36€, j'espérais un peu mieux (le menu inférieur est à 25€, pour 3 plats également... meilleur rapport qualité prix ?)"""
La Fondue - Grenoble	No Opinion	No Opinion	Mixed	Cadre sympa. Accueil personnel moyen. Petites salles chaleureuses MAIS tables très petites accueillant avec grand peine le nécessaire pour dîner et boire... Et exploitant le moindre demi mètre carré.... Une table ds la dernière salle est à fuir car bloquant l accès a un réduit où le personnel de rend plusieurs fois pendant le service... Pour ne pas gêner, il faudrait que les gens mangent debout... Dommage!!
La veyrie - Bernin	No Opinion	Positive	Positive	Le lieu est toujours aussi calme et ressoursant. Le personnel toujours chaleureux et surtout : EFFICACE malgré l'affluence. Les plats toujours élaborés simplement mais avec beaucoup de subtilité et de savoir faire ! des produits frais et de la région. Toujours parfait !
Shunbun - Grenoble	No Opinion	Positive	Negative	Service un peu approximatif, mais les plats étaient très bons et très joliment présentés. Beaucoup de choix à la carte. Probablement les meilleurs sushis de Grenoble, Nous reviendrons.
Le Marrakech - Annecy	No Opinion	Positive	Positive	Sur place ou à emporter, les spécialités sont savoureuses, le cadre est dépaysant et le service est parfait ! A bientôt 😋
Le Marrakech - Annecy	No Opinion	Positive	Positive	Un très bon restaurant avec un serveur aux petits soins et sympathiques. Le cadres est très agréable et le couscous est excellent..Nous le conseillons
Bistrot André - Grenoble	No Opinion	Mixed	Mixed	Je suis allé une première fois pour fêter mon anniversaire avec ma fille. Hors de œuvre, tomate plus burrata, excellent. Tomate farcie pas à mon goût. Également pour le mousse au chocolat et il était trop copieux. Le service était fait par un charmant garçon, cela m'a fait plaisir. Il m'a abrité du soleil avec un énormes parasol ! Il était vraiment au petits oignons pour moi. 10 sur 10 pour le service !  Le deuxième fois que je suis retourné rien que pour l'hors d'œuvre ! Le chessecake était inhabituel et il était parfumé à la menthe. Première bouchée était la surprise mais c'était appréciable par la suite. Le service était moins bien. Nous étions assis près d'un îlot de verdure et il n'y avait pas de place pour un passage facile pour les serveurs et serveuses. Ce qui était désagréable. Le terrasse plein de verdure est très bien vraiment, un lieu que nous n'avons pas envie de quitter!
Les Jardins de Sainte-Cécile - Grenoble	No Opinion	Positive	Positive	Entre le visuel, les odeurs et les saveurs, un festival pour les papilles ! Bien servies par une jeune femme et un jeune homme très agréables et sympathiques, nous avons également eu droit aux passages du maître d'hôtel qui venaient voir si tout allait bien ! En partant nous avons pris le temps de féliciter le Chef en cuisine !! Je recommande, nous recommandons cette adresse !
Le Marrakech - Annecy	Positive	Positive	Positive	En entrant pour la première fois dans ce restaurant Marocain, vous serez surpris par le décor. En effet, celui-ci est vraiment en adéquation avec le Maroc, tentures au lagon façon toile de tente, table recouverte en mosaïques pour certaines et pour d'autres c'est un plat à couscous qui accueillera vos plats. Le couscous, les tajines, les patisseries sont vraiment excellentes et je crois savoir que le jeudi soir vous aurez droit à des danseuses orientales. Le service est très bien et les tarifs tous à fait corrects. Un parking à l'arrière du restaurant est disponible si vous ne dinez pas trop tard le weekend car se garer en dehors de celui-ci n'est pas toujours simple. Bon appétit
Les 3 Brasseurs - Echirolles	No Opinion	Positive	Positive	Pour passer une bonne soirée conviviale les 3 brasseurs est un restaurant bien accueillant, nous étions un groupe et tout à été bien gérer. Il y a beaucoup de choix, c’est bon, même l’occasion de goûter au Maroilles servi fondus. La choucroute est copieuse comme tous les pots que j’ai pu voir. Les amateurs de bière seront ravis il y a la distillerie sur place, on peut même acheter sa bière à emporter. Au niveau du service le personnel est efficace et sympathique.
Brasserie Chavant Grenoble	No Opinion	Positive	Positive	Petite brasserie au cœur de grenoble, décoration soignee, ambiance agréable! Service professionnel et qualité des plats très agréables ! Un bel établissement pour passer un bon moment!!
Brasserie Chavant Grenoble	No Opinion	Positive	Positive	Une soirée parfaite, Cuisine savoureuse, service au top du top, jamais déçus. Merci pour votre accueil
Brasserie Georges - Lyon	No Opinion	Positive	Negative	Un peu d'attente pour fréquenter cette table emblématique. Accueil parfait, service moyen avec deux serveurs sur la même table pas très coordonnés. Cuisine de qualité : le pâté en croûte veau-foie gras, la quenelle de brochet, l'île flottante aux pralines, tout était parfait.
Une Semaine sur Deux - Grenoble	No Opinion	Mixed	Positive	"""""""Un petit restaurant très joli, un peu bruyant, mais convivial, une équipe dynamique et souriante, disponible et agréable.De la cuisins simple mais réfléchie, des cuissons parfois imprécises, des assaisonnements justes, le velouté de panais est excellent ! Le lapin un peu farineux, mais au bon goût.Très déçu par le dessert """"""""fait maison"""""""", on aurait vraiment dit des fondants décongelés... Je me trompe peut-être, mais vraiment dommage de finir le repas comme ça.Entrée excellente, plat moyen, dessert raté.Mais j'y retournerai quand même. Je choisirai un autre dessert !"""""""
Les Terrasses de Lyon - Lyon	Positive	Positive	Positive	Nous voulions une soirée magique pour notre anniversaire avec nos amis lyonnais et tout a été parfait! Nous avions une table ronde pour 6 avec une vue sur les toits de Lyon. Un service très professionnel, majoritairement féminin ce qui est rare chez un étoilé! Un directeur du restaurant chaleureux et amoureux de son métier! Nous nous sommes régalés avec un mention particulière pour le pigeon spécialité du chef. Une photo souvenir nous a été offerte à la fin du dîner. L’addition est à la hauteur de la prestation et l'étoile au Michelin largement méritée. Seul petit bémol la décoration de la salle qui pourrait être un peu plus chaleureuse.
"""""""Terre Adélice - Lyon"""""""	Positive	Positive	Negative	"""""""Très bonnes glaces, servit plutôt rapidement pour un groupe de 6 personnes. Peu de monde, peut être encore timide au vu de l'épidémie en cours. Pour un cornet et 3 boules de glaces, comptez 7€. Un prix assez élevé mais justifié par la qualité de fabrication des glaces (bio) et du goût en bouche qui est complément somptueux. 96 goûts au total il me semble, de quoi se faire plaisirs sans en être lassé. Petit bémol, la personne qui nous a servit n'était pas vraiment souriante, et même si le masque cache une partie du visage, ça se voit quand même....."""""""
Brasserie Chavant Grenoble	Negative	Positive	No Opinion	C'est seulement mon 2ème passage en quelques années dans cette brasserie du cours Lafontaine. Invité la fois précédente, j'invite cette fois-ci une cousine habitant Grenoble de longue date.  La réservation est faite : on nous accompagne en mezzanine avec vue plongeante sur le restaurant et le cours. Bien installés donc, nous passons commande à la carte - le plat du jour étant épuisé -  d'une joue de boeuf  pour l'un, d'un pavé de saumon pour l'autre. Cuisson, portion, accompagnement  nous ont ravis. 2 verres de vin du Val de Loire, 1 eau gazeuse, 1 café gourmand et 1 café solo nous ont permis de passer un moment agréable ici 2 bonnes heures durant. La note ? 80,40 €.
La veyrie - Bernin	No Opinion	Positive	Positive	Dans un très agréable cadre face à Belledonne  Un repas très sympa avec un délicieux ceviche de daurade et des superbes burgers pour les enfants. En dessert la grosse pouffe gagné à être connue à condition d’être un gros mangeur ! Service très professionnel. C’était une découverte nous reviendrons en soirée.
Une Semaine sur Deux - Grenoble	No Opinion	Mixed	Positive	Le chef d'Une semaine sur deux est avant tout un papa et ça se voit. Le restaurant est plein de références au rôle de père de ce cuisinier passionné. La carte est volontairement limitée, trois plats et trois entrées, et ça nous va bien. Le chef réussit la prouesse de servir une quarantaine de couverts à lui seul, assisté en salle d'une brigade de deux jeunes gens très sympathiques. Il y a de toute évidence beaucoup de travail dans chacun des plats servis mais aucun ne se démarque vraiment. L'établissement ravira sans doute les clients désireux de dîner en ville en toute simplicité mais décevra probablement les autres, qui se rendent au restaurant pour une expérience qui se doit de dépasser le stade de la cuisine familiale.
"""""""Terre Adélice - Lyon"""""""	Mixed	Positive	No Opinion	"""""""Nos garçons adolescents pensé que c'était bien, mais ce n'est pas le meilleur des glaces. Le opté pour la gelato étant donné l'occasion d'y retourner plus tard dans le voyage. Ma femme et moi avons apprécié tous les choix."""""""
Les 3 Brasseurs - Echirolles	No Opinion	Positive	Positive	Carte très actuelle. Vous ne trouverez pas tous  les plats des brasseries tradionnelles hormis qq incontournables mais ce qui est proposé est bon. Le service est pro et souriant. Endroit un peu sombre surtout les jours de pluie... Bon choix de bières.  A faire sans problème.
La Belle Idée - Grenoble	Positive	Positive	Positive	Arrivés à Grenoble pour un rendez vous, nous avions peu de temps pour déjeuner et aucune envie de mal tomber. Le hasard nous a amené juste devant la porte de ce restaurant. Nous l avons poussée, tout était complet à part une table de deux que nous avons partagé à trois. Bien nous en a pris. Une cuisine authentique, simple mais excellente. Des saveurs de saison, des assaisonnements parfaits. Une tarte aux framboises tellement maison que j'ai cru reconnaître la mienne, en mieux. Le tout avec un service chaleureux et authentique. Bref, un vrai bonheur et un excellent rapport qualité prix.
